indicator_id,name,unit,timestamp
adj_al_alot_dfcl_selfcare_all,Adjusted prevalence of persons with selfcare disabilities i.e. at least a lot of functional difficulty (% of persons),,2025-11-24T12:05:52.125169
adj_al_alot_dfcl_selfcare_fem,Adjusted prevalence of female persons with selfcare disabilities i.e. at least a lot of functional difficulty (% of female persons),,2025-11-24T12:05:52.125170
adj_al_alot_dfcl_selfcare_male,Adjusted prevalence of male persons with selfcare disabilities i.e. at least a lot of functional difficulty (% of male persons),,2025-11-24T12:05:52.125171
adj_al_alot_dfcl_selfcare_rur,Adjusted prevalence of persons living in rural areas with selfcare disabilities i.e. at least a lot of functional difficulty (% of persons living in rural areas),,2025-11-24T12:05:52.125172
adj_al_alot_dfcl_selfcare_urb,Adjusted prevalence of persons living in urban areas with selfcare disabilities i.e. at least a lot of functional difficulty (% of persons living in urban areas),,2025-11-24T12:05:52.125173
adj_al_alot_dfcl_urb,Adjusted prevalence of persons living in urban areas with disabilities i.e. at least a lot of functional difficulty (% of persons living in urban areas),,2025-11-24T12:05:52.125174
adj_any_dfcl_1524,Adjusted prevalence of persons aged 15 to 24 years with any degree of functional difficulty (% of persons aged 15 to 24 years),,2025-11-24T12:05:52.125175
adj_any_dfcl_2534,Adjusted prevalence of persons aged 25 to 34 years with any degree of functional difficulty (% of persons aged 25 to 34 years),,2025-11-24T12:05:52.125175
adj_any_dfcl_3544,Adjusted prevalence of persons aged 35 to 44 years with any degree of functional difficulty (% of persons aged 35 to 44 years),,2025-11-24T12:05:52.125176
adj_any_dfcl_4554,Adjusted prevalence of persons aged 45 to 54 years with any degree of functional difficulty (% of persons aged 45 to 54 years),,2025-11-24T12:05:52.125177
adj_any_dfcl_5564,Adjusted prevalence of persons aged 55 to 64 years with any degree of functional difficulty (% of persons aged 55 to 64 years),,2025-11-24T12:05:52.125178
adj_any_dfcl_65up,Adjusted prevalence of persons aged 65 or older with any degree of functional difficulty (% of persons aged 65 or older),,2025-11-24T12:05:52.125179
adj_any_dfcl_all,Adjusted prevalence of persons with any degree of functional difficulty (% of persons),,2025-11-24T12:05:52.125180
adj_any_dfcl_cogn_1524,Adjusted prevalence of persons aged 15 to 24 years with any degree of cognitive difficulty (% of persons aged 15 to 24 years),,2025-11-24T12:05:52.125181
adj_any_dfcl_cogn_2534,Adjusted prevalence of persons aged 25 to 34 years with any degree of cognitive difficulty (% of persons aged 25 to 34 years),,2025-11-24T12:05:52.125182
adj_any_dfcl_cogn_3544,Adjusted prevalence of persons aged 35 to 44 years with any degree of cognitive difficulty (% of persons aged 35 to 44 years),,2025-11-24T12:05:52.125182
adj_any_dfcl_cogn_4554,Adjusted prevalence of persons aged 45 to 54 years with any degree of cognitive difficulty (% of persons aged 45 to 54 years),,2025-11-24T12:05:52.125185
adj_any_dfcl_cogn_5564,Adjusted prevalence of persons aged 55 to 64 years with any degree of cognitive difficulty (% of persons aged 55 to 64 years),,2025-11-24T12:05:52.125188
adj_any_dfcl_cogn_65up,Adjusted prevalence of persons aged 65 or older with any degree of cognitive difficulty (% of persons aged 65 or older),,2025-11-24T12:05:52.125189
adj_any_dfcl_cogn_all,Adjusted prevalence of persons with any degree of cognitive difficulty (% of persons),,2025-11-24T12:05:52.125189
adj_any_dfcl_cogn_fem,Adjusted prevalence of female persons with any degree of cognitive difficulty (% of female persons),,2025-11-24T12:05:52.125190
adj_any_dfcl_cogn_male,Adjusted prevalence of male persons with any degree of cognitive difficulty (% of male persons),,2025-11-24T12:05:52.125191
adj_any_dfcl_cogn_rur,Adjusted prevalence of persons living in rural areas with any degree of cognitive difficulty (% of persons living in rural areas),,2025-11-24T12:05:52.125192
adj_any_dfcl_cogn_urb,Adjusted prevalence of persons living in urban areas with any degree of cognitive difficulty (% of persons living in urban areas),,2025-11-24T12:05:52.125193
adj_any_dfcl_comm_1524,Adjusted prevalence of persons aged 15 to 24 years with any degree of communication difficulty (% of persons aged 15 to 24 years),,2025-11-24T12:05:52.125194
adj_any_dfcl_comm_2534,Adjusted prevalence of persons aged 25 to 34 years with any degree of communication difficulty (% of persons aged 25 to 34 years),,2025-11-24T12:05:52.125195
adj_any_dfcl_comm_3544,Adjusted prevalence of persons aged 35 to 44 years with any degree of communication difficulty (% of persons aged 35 to 44 years),,2025-11-24T12:05:52.125195
adj_any_dfcl_comm_4554,Adjusted prevalence of persons aged 45 to 54 years with any degree of communication difficulty (% of persons aged 45 to 54 years),,2025-11-24T12:05:52.125196
adj_any_dfcl_comm_5564,Adjusted prevalence of persons aged 55 to 64 years with any degree of communication difficulty (% of persons aged 55 to 64 years),,2025-11-24T12:05:52.125197
adj_any_dfcl_comm_65up,Adjusted prevalence of persons aged 65 or older with any degree of communication difficulty (% of persons aged 65 or older),,2025-11-24T12:05:52.125200
adj_any_dfcl_comm_all,Adjusted prevalence of persons with any degree of communication difficulty (% of persons),,2025-11-24T12:05:52.125201
adj_any_dfcl_comm_fem,Adjusted prevalence of female persons with any degree of communication difficulty (% of female persons),,2025-11-24T12:05:52.125201
adj_any_dfcl_comm_male,Adjusted prevalence of male persons with any degree of communication difficulty (% of male persons),,2025-11-24T12:05:52.125202
adj_any_dfcl_comm_rur,Adjusted prevalence of persons living in rural areas with any degree of communication difficulty (% of persons living in rural areas),,2025-11-24T12:05:52.125203
adj_any_dfcl_comm_urb,Adjusted prevalence of persons living in urban areas with any degree of communication difficulty (% of persons living in urban areas),,2025-11-24T12:05:52.125204
adj_any_dfcl_fem,Adjusted prevalence of female persons with any degree of functional difficulty (% of female persons),,2025-11-24T12:05:52.125205
adj_any_dfcl_hearing_1524,Adjusted prevalence of persons aged 15 to 24 years with any degree of hearing difficulty (% of persons aged 15 to 24 years),,2025-11-24T12:05:52.125206
adj_any_dfcl_hearing_2534,Adjusted prevalence of persons aged 25 to 34 years with any degree of hearing difficulty (% of persons aged 25 to 34 years),,2025-11-24T12:05:52.125207
adj_any_dfcl_hearing_3544,Adjusted prevalence of persons aged 35 to 44 years with any degree of hearing difficulty (% of persons aged 35 to 44 years),,2025-11-24T12:05:52.125207
adj_any_dfcl_hearing_4554,Adjusted prevalence of persons aged 45 to 54 years with any degree of hearing difficulty (% of persons aged 45 to 54 years),,2025-11-24T12:05:52.125208
adj_any_dfcl_hearing_5564,Adjusted prevalence of persons aged 55 to 64 years with any degree of hearing difficulty (% of persons aged 55 to 64 years),,2025-11-24T12:05:52.125209
adj_any_dfcl_hearing_65up,Adjusted prevalence of persons aged 65 or older with any degree of hearing difficulty (% of persons aged 65 or older),,2025-11-24T12:05:52.125210
adj_any_dfcl_hearing_all,Adjusted prevalence of persons with any degree of hearing difficulty (% of persons),,2025-11-24T12:05:52.125211
adj_any_dfcl_hearing_fem,Adjusted prevalence of female persons with any degree of hearing difficulty (% of female persons),,2025-11-24T12:05:52.125212
adj_any_dfcl_hearing_male,Adjusted prevalence of male persons with any degree of hearing difficulty (% of male persons),,2025-11-24T12:05:52.125213
adj_any_dfcl_hearing_rur,Adjusted prevalence of persons living in rural areas with any degree of hearing difficulty (% of persons living in rural areas),,2025-11-24T12:05:52.125214
adj_any_dfcl_hearing_urb,Adjusted prevalence of persons living in urban areas with any degree of hearing difficulty (% of persons living in urban areas),,2025-11-24T12:05:52.125214
adj_any_dfcl_male,Adjusted prevalence of male persons with any degree of functional difficulty (% of male persons),,2025-11-24T12:05:52.125215
adj_any_dfcl_mobile_1524,Adjusted prevalence of persons aged 15 to 24 years with any degree of mobility difficulty (% of persons aged 15 to 24 years),,2025-11-24T12:05:52.125218
adj_any_dfcl_mobile_2534,Adjusted prevalence of persons aged 25 to 34 years with any degree of mobility difficulty (% of persons aged 25 to 34 years),,2025-11-24T12:05:52.125219
adj_any_dfcl_mobile_3544,Adjusted prevalence of persons aged 35 to 44 years with any degree of mobility difficulty (% of persons aged 35 to 44 years),,2025-11-24T12:05:52.125220
adj_any_dfcl_mobile_4554,Adjusted prevalence of persons aged 45 to 54 years with any degree of mobility difficulty (% of persons aged 45 to 54 years),,2025-11-24T12:05:52.125221
adj_any_dfcl_mobile_5564,Adjusted prevalence of persons aged 55 to 64 years with any degree of mobility difficulty (% of persons aged 55 to 64 years),,2025-11-24T12:05:52.125221
adj_any_dfcl_mobile_65up,Adjusted prevalence of persons aged 65 or older with any degree of mobility difficulty (% of persons aged 65 or older),,2025-11-24T12:05:52.125222
adj_any_dfcl_mobile_all,Adjusted prevalence of persons with any degree of mobility difficulty (% of persons),,2025-11-24T12:05:52.125223
adj_any_dfcl_mobile_fem,Adjusted prevalence of female persons with any degree of mobility difficulty (% of female persons),,2025-11-24T12:05:52.125224
adj_any_dfcl_mobile_male,Adjusted prevalence of male persons with any degree of mobility difficulty (% of male persons),,2025-11-24T12:05:52.125225
adj_any_dfcl_mobile_rur,Adjusted prevalence of persons living in rural areas with any degree of mobility difficulty (% of persons living in rural areas),,2025-11-24T12:05:52.125226
adj_any_dfcl_mobile_urb,Adjusted prevalence of persons living in urban areas with any degree of mobility difficulty (% of persons living in urban areas),,2025-11-24T12:05:52.125227
adj_any_dfcl_rur,Adjusted prevalence of persons living in rural areas with any degree of functional difficulties (% of persons living in rural areas),,2025-11-24T12:05:52.125228
adj_any_dfcl_seeing_1524,Adjusted prevalence of persons aged 15 to 24 years with any degree of seeing difficulty (% of persons aged 15 to 24 years),,2025-11-24T12:05:52.125228
adj_any_dfcl_seeing_2534,Adjusted prevalence of persons aged 25 to 34 years with any degree of seeing difficulty (% of persons aged 25 to 34 years),,2025-11-24T12:05:52.125229
adj_any_dfcl_seeing_3544,Adjusted prevalence of persons aged 35 to 44 years with any degree of seeing difficulty (% of persons aged 35 to 44 years),,2025-11-24T12:05:52.125230
adj_any_dfcl_seeing_4554,Adjusted prevalence of persons aged 45 to 54 years with any degree of seeing difficulty (% of persons aged 45 to 54 years),,2025-11-24T12:05:52.125231
adj_any_dfcl_seeing_5564,Adjusted prevalence of persons aged 55 to 64 years with any degree of seeing difficulty (% of persons aged 55 to 64 years),,2025-11-24T12:05:52.125232
adj_any_dfcl_seeing_65up,Adjusted prevalence of persons aged 65 or older with any degree of seeing difficulty (% of persons aged 65 or older),,2025-11-24T12:05:52.125233
adj_any_dfcl_seeing_all,Adjusted prevalence of persons with any degree of seeing difficulty (% of persons),,2025-11-24T12:05:52.125234
adj_any_dfcl_seeing_fem,Adjusted prevalence of female persons with any degree of seeing difficulty (% of female persons),,2025-11-24T12:05:52.125235
adj_any_dfcl_seeing_male,Adjusted prevalence of male persons with any degree of seeing difficulty (% of male persons),,2025-11-24T12:05:52.125235
adj_any_dfcl_seeing_rur,Adjusted prevalence of persons living in rural areas with any degree of seeing difficulty (% of persons living in rural areas),,2025-11-24T12:05:52.125236
adj_any_dfcl_seeing_urb,Adjusted prevalence of persons living in urban areas with any degree of seeing difficulty (% of persons living in urban areas),,2025-11-24T12:05:52.125237
adj_any_dfcl_selfcare_1524,Adjusted prevalence of persons aged 15 to 24 years with any degree of selfcare difficulty (% of persons aged 15 to 24 years),,2025-11-24T12:05:52.125238
adj_any_dfcl_selfcare_2534,Adjusted prevalence of persons aged 25 to 34 years with any degree of selfcare difficulty (% of persons aged 25 to 34 years),,2025-11-24T12:05:52.125239
adj_any_dfcl_selfcare_3544,Adjusted prevalence of persons aged 35 to 44 years with any degree of selfcare difficulty (% of persons aged 35 to 44 years),,2025-11-24T12:05:52.125240
adj_any_dfcl_selfcare_4554,Adjusted prevalence of persons aged 45 to 54 years with any degree of selfcare difficulty (% of persons aged 45 to 54 years),,2025-11-24T12:05:52.125241
adj_any_dfcl_selfcare_5564,Adjusted prevalence of persons aged 55 to 64 years with any degree of selfcare difficulty (% of persons aged 55 to 64 years),,2025-11-24T12:05:52.125241
adj_any_dfcl_selfcare_65up,Adjusted prevalence of persons aged 65 or older with any degree of selfcare difficulty (% of persons aged 65 or older),,2025-11-24T12:05:52.125242
adj_any_dfcl_selfcare_all,Adjusted prevalence of persons with any degree of selfcare difficulty (% of persons),,2025-11-24T12:05:52.125243
adj_any_dfcl_selfcare_fem,Adjusted prevalence of female persons with any degree of selfcare difficulty (% of female persons),,2025-11-24T12:05:52.125244
adj_any_dfcl_selfcare_male,Adjusted prevalence of male persons with any degree of selfcare difficulty (% of male persons),,2025-11-24T12:05:52.125247
adj_any_dfcl_selfcare_rur,Adjusted prevalence of persons living in rural areas with any degree of selfcare difficulty (% of persons living in rural areas),,2025-11-24T12:05:52.125250
adj_any_dfcl_selfcare_urb,Adjusted prevalence of persons living in urban areas with any degree of selfcare difficulty (% of persons living in urban areas),,2025-11-24T12:05:52.125253
adj_any_dfcl_urb,Adjusted prevalence of persons living in urban areas with any degree of functional difficulty (% of persons living in urban areas),,2025-11-24T12:05:52.125254
adj_some_dfcl_1524,Adjusted prevalence of persons aged 15 to 24 years with some degree of functional difficulty (% of persons aged 15 to 24 years),,2025-11-24T12:05:52.125255
adj_some_dfcl_2534,Adjusted prevalence of persons aged 25 to 34 years with some degree of functional difficulty (% of persons aged 25 to 34 years),,2025-11-24T12:05:52.125256
adj_some_dfcl_3544,Adjusted prevalence of persons aged 35 to 44 years with some degree of functional difficulty (% of persons aged 35 to 44 years),,2025-11-24T12:05:52.125257
adj_some_dfcl_4554,Adjusted prevalence of persons aged 45 to 54 years with some degree of functional difficulty (% of persons aged 45 to 54 years),,2025-11-24T12:05:52.125257
adj_some_dfcl_5564,Adjusted prevalence of persons aged 55 to 64 years with some degree of functional difficulty (% of persons aged 55 to 64 years),,2025-11-24T12:05:52.125258
adj_some_dfcl_65up,Adjusted prevalence of persons aged 65 or older with some degree of functional difficulty (% of persons aged 65 or older),,2025-11-24T12:05:52.125259
adj_some_dfcl_all,Adjusted prevalence of persons with some degree of functional difficulty (% of persons),,2025-11-24T12:05:52.125260
adj_some_dfcl_cogn_1524,Adjusted prevalence of persons aged 15 to 24 years with some degree of cognitive difficulty (% of persons aged 15 to 24 years),,2025-11-24T12:05:52.125261
adj_some_dfcl_cogn_2534,Adjusted prevalence of persons aged 25 to 34 years with some degree of cognitive difficulty (% of persons aged 25 to 34 years),,2025-11-24T12:05:52.125262
adj_some_dfcl_cogn_3544,Adjusted prevalence of persons aged 35 to 44 years with some degree of cognitive difficulty (% of persons aged 35 to 44 years),,2025-11-24T12:05:52.125263
adj_some_dfcl_cogn_4554,Adjusted prevalence of persons aged 45 to 54 years with some degree of cognitive difficulty (% of persons aged 45 to 54 years),,2025-11-24T12:05:52.125264
adj_some_dfcl_cogn_5564,Adjusted prevalence of persons aged 55 to 64 years with some degree of cognitive difficulty (% of persons aged 55 to 64 years),,2025-11-24T12:05:52.125264
adj_some_dfcl_cogn_65up,Adjusted prevalence of persons aged 65 or older with some degree of cognitive difficulty (% of persons aged 65 or older),,2025-11-24T12:05:52.125265
adj_some_dfcl_cogn_all,Adjusted prevalence of persons with some degree of cognitive difficulty (% of persons),,2025-11-24T12:05:52.125266
adj_some_dfcl_cogn_fem,Adjusted prevalence of female persons with some degree of cognitive difficulty (% of female persons),,2025-11-24T12:05:52.125267
adj_some_dfcl_cogn_male,Adjusted prevalence of male persons with some degree of cognitive difficulty (% of male persons),,2025-11-24T12:05:52.125268
adj_some_dfcl_cogn_rur,Adjusted prevalence of persons living in rural areas with some degree of cognitive difficulty (% of persons living in rural areas),,2025-11-24T12:05:52.125269
adj_some_dfcl_cogn_urb,Adjusted prevalence of persons living in urban areas with some degree of cognitive difficulty (% of persons living in urban areas),,2025-11-24T12:05:52.125270
adj_some_dfcl_comm_1524,Adjusted prevalence of persons aged 15 to 24 years with some degree of communication difficulty (% of persons aged 15 to 24 years),,2025-11-24T12:05:52.125271
adj_some_dfcl_comm_2534,Adjusted prevalence of persons aged 25 to 34 years with some degree of communication difficulty (% of persons aged 25 to 34 years),,2025-11-24T12:05:52.125271
adj_some_dfcl_comm_3544,Adjusted prevalence of persons aged 35 to 44 years with some degree of communication difficulty (% of persons aged 35 to 44 years),,2025-11-24T12:05:52.125272
adj_some_dfcl_comm_4554,Adjusted prevalence of persons aged 45 to 54 years with some degree of communication difficulty (% of persons aged 45 to 54 years),,2025-11-24T12:05:52.125273
adj_some_dfcl_comm_5564,Adjusted prevalence of persons aged 55 to 64 years with some degree of communication difficulty (% of persons aged 55 to 64 years),,2025-11-24T12:05:52.125274
adj_some_dfcl_comm_65up,Adjusted prevalence of persons aged 65 or older with some degree of communication difficulty (% of persons aged 65 or older),,2025-11-24T12:05:52.125275
adj_some_dfcl_comm_all,Adjusted prevalence of persons with some degree of communication difficulty (% of persons),,2025-11-24T12:05:52.125276
adj_some_dfcl_comm_fem,Adjusted prevalence of female persons with some degree of communication difficulty (% of female persons),,2025-11-24T12:05:52.125277
adj_some_dfcl_comm_male,Adjusted prevalence of male persons with some degree of communication difficulty (% of male persons),,2025-11-24T12:05:52.125278
adj_some_dfcl_comm_rur,Adjusted prevalence of persons living in rural areas with some degree of communication difficulty (% of persons living in rural areas),,2025-11-24T12:05:52.125279
adj_some_dfcl_comm_urb,Adjusted prevalence of persons living in urban areas with some degree of communication difficulty (% of persons living in urban areas),,2025-11-24T12:05:52.125281
adj_some_dfcl_fem,Adjusted prevalence of female persons with some degree of functional difficulty (% of female persons),,2025-11-24T12:05:52.125282
adj_some_dfcl_hearing_1524,Adjusted prevalence of persons aged 15 to 24 years with some degree of hearing difficulty (% of persons aged 15 to 24 years),,2025-11-24T12:05:52.125283
adj_some_dfcl_hearing_2534,Adjusted prevalence of persons aged 25 to 34 years with some degree of hearing difficulty (% of persons aged 25 to 34 years),,2025-11-24T12:05:52.125284
adj_some_dfcl_hearing_3544,Adjusted prevalence of persons aged 35 to 44 years with some degree of hearing difficulty (% of persons aged 35 to 44 years),,2025-11-24T12:05:52.125285
adj_some_dfcl_hearing_4554,Adjusted prevalence of persons aged 45 to 54 years with some degree of hearing difficulty (% of persons aged 45 to 54 years),,2025-11-24T12:05:52.125286
adj_some_dfcl_hearing_5564,Adjusted prevalence of persons aged 55 to 64 years with some degree of hearing difficulty (% of persons aged 55 to 64 years),,2025-11-24T12:05:52.125286
adj_some_dfcl_hearing_65up,Adjusted prevalence of persons aged 65 or older with some degree of hearing difficulty (% of persons aged 65 or older),,2025-11-24T12:05:52.125287
adj_some_dfcl_hearing_all,Adjusted prevalence of persons with some degree of hearing difficulty (% of persons),,2025-11-24T12:05:52.125288
adj_some_dfcl_hearing_fem,Adjusted prevalence of female persons with some degree of hearing difficulty (% of female persons),,2025-11-24T12:05:52.125289
adj_some_dfcl_hearing_male,Adjusted prevalence of male persons with some degree of hearing difficulty (% of male persons),,2025-11-24T12:05:52.125290
adj_some_dfcl_hearing_rur,Adjusted prevalence of persons living in rural areas with some degree of hearing difficulty (% of persons living in rural areas),,2025-11-24T12:05:52.125291
adj_some_dfcl_hearing_urb,Adjusted prevalence of persons living in urban areas with some degree of hearing difficulty (% of persons living in urban areas),,2025-11-24T12:05:52.125292
adj_some_dfcl_male,Adjusted prevalence of male persons with some degree of functional difficulty (% of male persons),,2025-11-24T12:05:52.125293
adj_some_dfcl_mobile_1524,Adjusted prevalence of persons aged 15 to 24 years with some degree of mobility difficulty (% of persons aged 15 to 24 years),,2025-11-24T12:05:52.125293
adj_some_dfcl_mobile_2534,Adjusted prevalence of persons aged 25 to 34 years with some degree of mobility difficulty (% of persons aged 25 to 34 years),,2025-11-24T12:05:52.125294
adj_some_dfcl_mobile_3544,Adjusted prevalence of persons aged 35 to 44 years with some degree of mobility difficulty (% of persons aged 35 to 44 years),,2025-11-24T12:05:52.125295
adj_some_dfcl_mobile_4554,Adjusted prevalence of persons aged 45 to 54 years with some degree of mobility difficulty (% of persons aged 45 to 54 years),,2025-11-24T12:05:52.125296
adj_some_dfcl_mobile_5564,Adjusted prevalence of persons aged 55 to 64 years with some degree of mobility difficulty (% of persons aged 55 to 64 years),,2025-11-24T12:05:52.125297
adj_some_dfcl_mobile_65up,Adjusted prevalence of persons aged 65 or older with some degree of mobility difficulty (% of persons aged 65 or older),,2025-11-24T12:05:52.125298
adj_some_dfcl_mobile_all,Adjusted prevalence of persons with some degree of mobility difficulty (% of persons),,2025-11-24T12:05:52.125299
adj_some_dfcl_mobile_fem,Adjusted prevalence of female persons with some degree of mobility difficulty (% of female persons),,2025-11-24T12:05:52.125301
adj_some_dfcl_mobile_male,Adjusted prevalence of male persons with some degree of mobility difficulty (% of male persons),,2025-11-24T12:05:52.125302
adj_some_dfcl_mobile_rur,Adjusted prevalence of persons living in rural areas with some degree of mobility difficulty (% of persons living in rural areas),,2025-11-24T12:05:52.125303
adj_some_dfcl_mobile_urb,Adjusted prevalence of persons living in urban areas with some degree of mobility difficulty (% of persons living in urban areas),,2025-11-24T12:05:52.125304
adj_some_dfcl_rur,Adjusted prevalence of persons living in rural areas with some degree of functional difficulty (% of persons living in rural areas),,2025-11-24T12:05:52.125305
adj_some_dfcl_seeing_1524,Adjusted prevalence of persons aged 15 to 24 years with some degree of seeing difficulty (% of persons aged 15 to 24 years),,2025-11-24T12:05:52.125306
adj_some_dfcl_seeing_2534,Adjusted prevalence of persons aged 25 to 34 years with some degree of seeing difficulty (% of persons aged 25 to 34 years),,2025-11-24T12:05:52.125307
adj_some_dfcl_seeing_3544,Adjusted prevalence of persons aged 35 to 44 years with some degree of seeing difficulty (% of persons aged 35 to 44 years),,2025-11-24T12:05:52.125307
adj_some_dfcl_seeing_4554,Adjusted prevalence of persons aged 45 to 54 years with some degree of seeing difficulty (% of persons aged 45 to 54 years),,2025-11-24T12:05:52.125308
adj_some_dfcl_seeing_5564,Adjusted prevalence of persons aged 55 to 64 years with some degree of seeing difficulty (% of persons aged 55 to 64 years),,2025-11-24T12:05:52.125309
adj_some_dfcl_seeing_65up,Adjusted prevalence of persons aged 65 or older with some degree of seeing difficulty (% of persons aged 65 or older),,2025-11-24T12:05:52.125310
adj_some_dfcl_seeing_all,Adjusted prevalence of persons with some degree of seeing difficulty (% of persons),,2025-11-24T12:05:52.125313
adj_some_dfcl_seeing_fem,Adjusted prevalence of female persons with some degree of seeing difficulty (% of female persons),,2025-11-24T12:05:52.125314
adj_some_dfcl_seeing_male,Adjusted prevalence of male persons with some degree of seeing difficulty (% of male persons),,2025-11-24T12:05:52.125316
adj_some_dfcl_seeing_rur,Adjusted prevalence of persons living in rural areas with some degree of seeing difficulty (% of persons living in rural areas),,2025-11-24T12:05:52.125317
adj_some_dfcl_seeing_urb,Adjusted prevalence of persons living in urban areas with some degree of seeing difficulty (% of persons living in urban areas),,2025-11-24T12:05:52.125318
adj_some_dfcl_selfcare_1524,Adjusted prevalence of persons aged 15 to 24 years with some degree of selfcare difficulty (% of persons aged 15 to 24 years),,2025-11-24T12:05:52.125319
adj_some_dfcl_selfcare_2534,Adjusted prevalence of persons aged 25 to 34 years with some degree of selfcare difficulty (% of persons aged 25 to 34 years),,2025-11-24T12:05:52.125320
adj_some_dfcl_selfcare_3544,Adjusted prevalence of persons aged 35 to 44 years with some degree of selfcare difficulty (% of persons aged 35 to 44 years),,2025-11-24T12:05:52.125321
adj_some_dfcl_selfcare_4554,Adjusted prevalence of persons aged 45 to 54 years with some degree of selfcare difficulty (% of persons aged 45 to 54 years),,2025-11-24T12:05:52.125322
adj_some_dfcl_selfcare_5564,Adjusted prevalence of persons aged 55 to 64 years with some degree of selfcare difficulty (% of persons aged 55 to 64 years),,2025-11-24T12:05:52.125323
adj_some_dfcl_selfcare_65up,Adjusted prevalence of persons aged 65 or older with some degree of selfcare difficulty (% of persons aged 65 or older),,2025-11-24T12:05:52.125323
adj_some_dfcl_selfcare_all,Adjusted prevalence of persons with some degree of selfcare difficulty (% of persons),,2025-11-24T12:05:52.125324
adj_some_dfcl_selfcare_fem,Adjusted prevalence of female persons with some degree of selfcare difficulty (% of female persons),,2025-11-24T12:05:52.125325
adj_some_dfcl_selfcare_male,Adjusted prevalence of male persons with some degree of selfcare difficulty (% of male persons),,2025-11-24T12:05:52.125326
adj_some_dfcl_selfcare_rur,Adjusted prevalence of persons living in rural areas with some degree of selfcare difficulty (% of persons living in rural areas),,2025-11-24T12:05:52.125327
adj_some_dfcl_selfcare_urb,Adjusted prevalence of persons living in urban areas with some degree of selfcare difficulty (% of persons living in urban areas),,2025-11-24T12:05:52.125328
adj_some_dfcl_urb,Adjusted prevalence of persons living in urban areas with some degree of functional difficulty (% of persons living in urban areas),,2025-11-24T12:05:52.125329
AED.PRIM.MATH,EDSTATS: Adjusted Primary Math Score,,2025-11-24T12:05:52.125330
AED.PRIM.MEAN,EDSTATS: Average Adjusted Primary Test Score,,2025-11-24T12:05:52.125330
AED.PRIM.READ,EDSTATS: Adjusted Primary Reading Score,,2025-11-24T12:05:52.125331
AED.PRIM.SCNC,EDSTATS: Adjusted Primary Science Score,,2025-11-24T12:05:52.125332
AED.PRSC.MEAN,EDSTATS: Average Adjusted Test Score,,2025-11-24T12:05:52.125333
AED.SECO.MATH,EDSTATS: Adjusted Secondary Math Score,,2025-11-24T12:05:52.125334
AED.SECO.MEAN,EDSTATS: Average Adjusted Secondary Test Score,,2025-11-24T12:05:52.125335
AED.SECO.READ,EDSTATS: Adjusted Secondary Reading Score,,2025-11-24T12:05:52.125336
AED.SECO.SCNC,EDSTATS: Adjusted Secondary Science Score,,2025-11-24T12:05:52.125336
AG.AGR.TRAC.NO,"Agricultural machinery, tractors",,2025-11-24T12:05:52.125337
AG.AID.CREL.MT,"Cereal food aid deliveries (FAO, tonnes)",,2025-11-24T12:05:52.125338
AG.AID.FOOD.MT,"Total food (cereals and non-cereal) food aid deliveries (FAO, tonnes)",,2025-11-24T12:05:52.125339
AG.AID.NCREL.MT,"Non-cereal food aid deliveries (FAO, tonnes)",,2025-11-24T12:05:52.125340
AG.CON.FERT.MT,Fertilizer consumption (metric tons),,2025-11-24T12:05:52.125341
AG.CON.FERT.PT.ZS,Fertilizer consumption (% of fertilizer production),,2025-11-24T12:05:52.125342
AG.CON.FERT.ZS,Fertilizer consumption (kilograms per hectare of arable land),,2025-11-24T12:05:52.125346
AG.CON.PEST.MT,Pesticide consumption (metric tons),,2025-11-24T12:05:52.125347
AG.CRP.BLY.CD,"Producer Price for Barley (per tonne, current US$)",,2025-11-24T12:05:52.125348
AG.CRP.BLY.CN,"Producer Price for Barley (per tonne, current LCU)",,2025-11-24T12:05:52.125348
AG.CRP.FNO.CD,"Producer Price for Fonio (per tonne, current US$)",,2025-11-24T12:05:52.125349
AG.CRP.FNO.CN,"Producer Price for Fonio (per tonne, current LCU)",,2025-11-24T12:05:52.125350
AG.CRP.MLT.CD,"Producer Price for Millet (per tonne, current US$)",,2025-11-24T12:05:52.125351
AG.CRP.MLT.CN,"Producer Price for Millet (per tonne, current LCU)",,2025-11-24T12:05:52.125353
AG.CRP.MZE.CD,"Producer Price for Maize (per tonne, current US$)",,2025-11-24T12:05:52.125354
AG.CRP.MZE.CN,"Producer Price for Maize (per tonne, current LCU)",,2025-11-24T12:05:52.125355
AG.CRP.RICE.CD,"Producer Price for Rice, paddy (per tonne, current US$)",,2025-11-24T12:05:52.125356
AG.CRP.RICE.CN,"Producer Price for Rice, paddy (per tonne, current LCU)",,2025-11-24T12:05:52.125357
AG.CRP.SGM.CD,"Producer Price for Sorghum (per tonne, current US$)",,2025-11-24T12:05:52.125358
AG.CRP.SGM.CN,"Producer Price for Sorghum (per tonne, current LCU)",,2025-11-24T12:05:52.125359
AG.CRP.WHT.CD,"Producer Price for Wheat (per tonne, current US$)",,2025-11-24T12:05:52.125360
AG.CRP.WHT.CN,"Producer Price for Wheat (per tonne, current LCU)",,2025-11-24T12:05:52.125361
AG.FRST.PROD.CHAR,Wood charcoal production quantity (tonnes),,2025-11-24T12:05:52.125361
AG.FRST.PROD.WOOD,"Wood fuel production quantity (CUM, solid volume units)",,2025-11-24T12:05:52.125362
